serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.571604587,66,0,870.0,8574.0,12,0,0,0,0.0,8574.0
0,0.060733396,61,0,0.008549573000000001,20000.0,8,0,0,0,0.0,3151.0
0,0.702493864,63,0,0.582162622,4697.0,8,0,2,0,1.0,4000.0
1,0.8024171790000001,58,1,668.0,3960.0,5,1,0,0,0.0,3960.0
0,0.006666096999999999,27,0,0.000268637,7444.0,5,0,0,0,0.0,3960.0
0,0.0,59,0,2113.0,26012.0,13,0,2,0,0.0,26012.0
0,0.030996074,56,0,0.131430952,4800.0,11,0,1,0,0.0,13343.0
0,0.144914011,37,0,0.045366363,6700.0,5,0,0,0,0.0,3960.0
0,0.9999999,33,0,1786.0,7500.0,3,0,1,0,0.0,7500.0
0,0.0,73,0,0.386728192,4550.0,18,0,0,0,0.0,5420.0
0,0.003851709,81,0,0.000822143,3648.0,1,0,0,0,1.0,3756.0
0,0.316064767,56,0,1348.0,7500.0,3,0,1,0,0.0,7500.0
0,0.0,59,0,862.0,3781.0,2,0,1,0,0.0,3781.0
0,0.023382944,84,0,0.00912845,4600.0,6,0,0,0,0.0,4466.0
0,0.003625197,78,0,726.0,2552.0,8,0,1,0,0.0,2552.0
0,0.092287617,61,0,0.229436075,7500.0,23,0,2,0,2.0,6708.0
0,0.05786766700000001,81,0,0.145685279,3939.0,13,0,0,0,0.0,3764.0
0,0.07807727,60,0,0.566105156,3917.0,14,0,1,0,2.0,5007.0
0,0.201943642,46,0,0.394460554,10000.0,15,0,2,0,3.0,3624.0
0,0.745173448,68,0,0.168767792,4917.0,4,0,1,0,0.0,1600.0
0,0.10088331,52,1,0.280494456,5500.0,6,1,1,0,2.0,8000.0
0,0.029643294,50,0,0.399106478,9400.0,15,3,4,0,0.0,50000.0
0,0.640927271,53,4,0.52409692,11266.0,17,0,2,0,3.0,11292.0
0,0.35592819,48,0,0.478090767,7667.0,17,0,2,0,0.0,11292.0
0,0.015054291,59,0,929.0,13343.0,11,0,1,0,2.0,13343.0
0,0.0,27,2,0.229139073,2264.0,5,2,0,1,0.0,3960.0
0,0.067512585,43,0,0.44723563,9115.0,4,0,2,0,0.0,6350.0
0,0.001124859,28,1,0.057990335,6000.0,8,1,0,0,0.0,3151.0
0,0.018124667,60,0,0.023181455,1250.0,4,0,0,0,1.0,6200.0
0,0.091201293,49,1,0.568886223,5000.0,15,0,2,0,0.0,3624.0
1,0.913140498,37,2,1.620344914,4000.0,16,0,3,0,1.0,6550.0
0,0.9999999,56,0,7.0,3756.0,1,0,0,0,0.0,3756.0
1,0.8141545109999999,50,1,0.297139683,3600.0,8,0,1,1,1.0,2552.0
0,0.029692431,58,2,0.287187752,6204.0,19,0,1,0,0.0,4166.0
1,0.640058527,39,0,0.055984556,9841.0,9,0,0,0,2.0,12500.0
0,0.0,82,0,0.0,970.0,3,0,0,0,0.0,970.0
0,0.0,64,0,3819.0,7300.0,3,0,2,0,0.0,7300.0
0,0.329609837,36,0,0.437743191,3597.0,16,0,2,0,2.0,1.0
0,0.035113768,56,0,87.0,2582.0,11,0,0,0,0.0,2582.0
0,0.576284725,36,0,0.785404865,3000.0,10,0,1,0,1.0,3622.0
0,0.277436128,59,0,0.388566694,3620.0,8,0,1,0,1.0,2552.0
0,0.285342534,38,0,0.08951092,3250.0,4,0,0,0,3.0,6200.0
0,0.8754406579999999,37,0,0.437717467,1436.0,5,0,0,0,1.0,3960.0
0,0.9999999,55,1,0.138721351,4144.0,1,0,0,0,0.0,3756.0
0,0.30248201,46,0,0.34805720799999995,7900.0,12,0,1,0,2.0,3461.0
0,0.768537191,46,0,2568.0,3960.0,5,0,0,0,0.0,3960.0
0,0.155644438,56,0,0.336831584,2000.0,5,0,1,0,0.0,8300.0
1,0.387065977,51,0,0.35087418600000003,5833.0,12,0,1,2,1.0,3461.0
0,0.269257489,44,0,0.607594937,1500.0,7,0,0,0,3.0,6000.0
0,0.996301651,39,2,0.306101912,10930.0,17,0,0,0,1.0,3780.0
0,0.210442588,53,0,0.513602495,5770.0,10,0,2,0,1.0,14170.0
0,0.016995185,62,0,0.002301937,5212.0,4,0,0,0,0.0,6200.0
0,0.964038058,29,1,0.263516583,2200.0,6,0,0,0,0.0,4466.0
0,0.392141112,54,0,1.383017398,3850.0,18,0,2,0,2.0,6401.0
0,0.063688754,41,0,0.26687668800000003,6665.0,8,0,0,0,1.0,3151.0
0,0.531963331,64,2,0.480082158,18500.0,19,0,3,0,1.0,3300.0
0,0.057887851,56,0,0.238127698,4400.0,13,0,1,0,1.0,7700.0
0,0.883182488,49,0,0.183736947,4500.0,18,0,0,0,2.0,5420.0
0,0.088809584,51,0,0.295480067,7123.0,12,0,1,0,0.0,3461.0
0,0.281880372,28,0,0.179975176,2416.0,7,0,0,0,0.0,6000.0
1,0.402345742,37,0,0.337622356,12667.0,16,0,2,0,3.0,1.0
0,0.336596148,36,0,0.08037225,1181.0,2,0,0,0,0.0,3500.0
0,0.0,36,0,0.370418677,7666.0,4,0,1,0,2.0,1600.0
0,0.281115558,69,0,0.16218618099999998,4500.0,10,0,0,0,1.0,4479.0
0,0.0,65,0,0.416379181,6666.0,10,0,1,0,0.0,3622.0
0,0.442798278,51,0,2092.0,2582.0,11,0,0,0,2.0,2582.0
0,0.569824212,40,0,0.361421689,11000.0,18,0,1,0,2.0,10000.0
0,0.0382584,68,0,0.009831695,6000.0,12,0,0,0,0.0,8574.0
0,0.030513202000000007,68,0,48.0,4466.0,6,0,0,0,0.0,4466.0
0,0.175434349,47,0,0.149077983,4500.0,9,0,0,0,0.0,12500.0
0,0.386084012,49,0,0.16645238699999998,11666.0,17,0,0,0,3.0,3780.0
0,0.008287427,55,0,0.115171335,7032.0,8,0,1,0,0.0,2552.0
0,0.023114333,64,0,0.513540291,9083.0,16,0,3,0,0.0,6550.0
0,0.192722211,77,0,0.4579306420000001,7035.0,21,0,1,0,1.0,3985.0
0,0.160899231,33,0,0.182363527,3333.0,13,0,0,0,0.0,3764.0
0,0.25250536100000004,52,0,0.442592901,6000.0,13,0,1,0,2.0,7700.0
0,0.035670256000000004,62,0,0.427674963,9401.0,9,0,4,0,0.0,5160.0
0,0.009639594,52,0,0.262440354,4400.0,5,0,0,0,0.0,3960.0
0,0.001019592,83,0,0.00019996,5000.0,10,0,0,0,0.0,4479.0
0,0.292159285,78,0,605.0,3960.0,5,0,0,0,0.0,3960.0
0,0.016142473,76,0,0.668266347,1666.0,11,0,1,0,0.0,13343.0
0,0.189734189,60,0,0.04587156,2833.0,2,0,0,0,0.0,3500.0
0,0.410946459,56,0,0.712194056,4575.0,16,0,1,0,0.0,11786.0
0,0.9999999,27,0,0.260763359,3274.0,3,0,0,1,2.0,970.0
0,0.312877738,36,0,0.23072116,8000.0,28,0,0,0,0.0,5707.0
0,0.060867801,50,1,3074.0,8868.0,15,0,1,0,0.0,8868.0
1,0.987668722,39,5,0.6912791859999999,5010.0,14,0,2,0,2.0,8166.0
0,0.061214562,35,0,0.453692681,21000.0,7,0,2,0,0.0,9507.0
0,0.475252475,38,1,0.428628549,2500.0,8,1,0,0,0.0,3151.0
0,0.880239982,41,0,1290.0,4466.0,6,0,0,0,2.0,4466.0
0,0.0,57,0,0.335066493,10000.0,11,0,2,0,3.0,4000.0
0,0.101012576,51,0,0.34037277,12500.0,21,0,2,0,1.0,9300.0
0,0.471803323,60,0,0.365787835,9633.0,12,0,1,0,1.0,3461.0
0,0.249922521,63,2,0.25431323100000003,19416.0,18,0,2,0,1.0,6401.0
1,0.02331266,58,0,0.632371083,4052.0,13,1,2,0,0.0,26012.0
0,0.9999999,65,0,0.0,615.0,3,0,0,0,0.0,970.0
0,0.357285429,25,0,0.001723544,2900.0,1,0,0,0,0.0,3756.0
0,0.002140517,89,1,5.0,0.0,4,0,0,0,0.0,6200.0
0,0.015293506,50,0,0.372513562,1105.0,13,0,0,0,0.0,3764.0
0,0.211859605,55,0,0.128716003,6323.0,8,0,0,0,1.0,3151.0
0,0.014688043,82,0,13.0,6200.0,4,0,0,0,0.0,6200.0
0,0.019415751,62,0,1203.0,2769.0,9,0,1,0,0.0,2769.0
0,0.917428326,66,1,2410.0,9507.0,7,1,2,0,0.0,9507.0
0,0.716283716,46,0,0.26775232,5280.0,10,0,2,0,2.0,14170.0
0,0.031593681,33,0,523.0,970.0,3,0,0,0,0.0,970.0
0,0.002965614,29,0,0.515939338,3230.0,8,0,1,0,0.0,2552.0
1,0.962946947,50,0,0.68127587,4106.0,8,0,1,1,0.0,2552.0
0,0.134374585,63,0,111.0,3500.0,2,0,0,0,0.0,3500.0
0,0.975146408,33,0,0.332280979,3800.0,4,0,0,0,2.0,6200.0
0,0.9999999,24,0,0.0,3833.0,1,0,0,0,0.0,3756.0
0,0.053596215,86,0,68.0,4466.0,6,0,0,0,1.0,4466.0
0,0.178964154,56,0,0.552930754,6772.0,6,0,1,0,1.0,8000.0
0,0.158100266,45,2,0.475322703,3950.0,19,0,1,0,1.0,4166.0
0,0.001901275,69,0,0.0,5455.0,6,0,0,0,0.0,4466.0
0,0.547124146,40,0,0.121319069,9066.0,6,0,0,0,4.0,4466.0
0,0.292567833,64,0,2231.0,0.0,5,0,1,0,0.0,8300.0
1,0.0,44,0,6046.0,3583.0,9,0,3,0,0.0,3583.0
1,0.71976008,47,0,64.0,3500.0,2,2,0,0,0.0,3500.0
0,0.6072056220000001,63,0,4627.0,8868.0,15,0,1,0,0.0,8868.0
0,0.093741762,41,2,0.7181719259999999,3675.0,10,0,3,0,2.0,5500.0
0,0.105969699,55,0,3063.0,2552.0,8,0,1,0,0.0,2552.0
0,0.016031741000000002,74,0,1202.0,1600.0,4,0,1,0,0.0,1600.0
0,0.606025418,39,3,0.375647341,7916.0,10,0,2,0,2.0,14170.0
0,0.075168462,48,0,1421.0,7500.0,3,0,1,0,0.0,7500.0
0,0.165720783,68,0,0.311916978,8575.0,10,0,1,0,0.0,3622.0
0,0.958820874,56,0,0.236573549,9700.0,12,0,1,0,1.0,3461.0
0,0.7990182709999999,30,0,1.298161471,1250.0,4,0,1,0,0.0,1600.0
0,0.011505437,52,0,0.274253271,4050.0,9,0,1,0,0.0,2769.0
0,0.106475741,32,0,0.802308265,2685.0,5,0,1,0,1.0,8300.0
0,0.196960608,40,0,0.006959443,4166.0,1,0,0,0,0.0,3756.0
0,0.477367751,36,0,0.33987412100000003,2700.0,6,0,0,0,0.0,4466.0
0,0.15664578099999998,45,1,0.5602148929999999,6700.0,8,0,2,0,2.0,4000.0
0,0.03737868,76,1,0.3727872270000001,2880.0,8,0,1,0,0.0,2552.0
0,0.163750645,65,0,0.266873313,10000.0,13,0,1,0,0.0,7700.0
0,0.0,35,0,0.0,1500.0,3,0,0,0,0.0,970.0
0,0.040547951,74,0,0.020736901,5400.0,5,0,0,0,0.0,3960.0
0,0.015644566999999998,77,0,24.0,3960.0,5,0,0,0,0.0,3960.0
0,0.0,70,0,0.0,3500.0,6,0,0,0,0.0,4466.0
0,0.235752849,63,0,724.0,970.0,3,0,0,0,0.0,970.0
0,0.154955579,62,1,2446.0,1600.0,4,1,1,0,0.0,1600.0
0,0.016658432,53,0,0.31518720100000003,9000.0,6,0,1,0,0.0,8000.0
0,0.527904017,67,0,486.0,1600.0,4,0,1,0,0.0,1600.0
0,0.319378527,59,0,0.156959213,6300.0,22,0,0,0,0.0,12500.0
0,0.9999999,55,0,0.167543201,5323.0,1,1,0,1,2.0,3756.0
0,0.352319991,43,0,0.246784845,8630.0,8,0,0,0,1.0,3151.0
0,0.110327321,52,0,0.313439924,6316.0,16,0,2,0,1.0,1.0
0,0.275946359,57,1,0.283411686,13400.0,10,0,1,0,0.0,3622.0
0,0.6669486960000001,56,0,0.185055253,5700.0,7,0,0,0,0.0,6000.0
0,0.257067036,37,0,0.291809152,6140.0,6,0,0,0,4.0,4466.0
0,0.003957859,52,0,2574.0,13343.0,11,0,1,0,2.0,13343.0
0,0.408690635,46,0,1.055195584,4166.0,12,0,2,0,0.0,4300.0
1,0.017558727,47,0,0.53540175,2513.0,10,1,1,0,0.0,3622.0
0,0.383952208,35,0,0.4985667620000001,15000.0,18,0,2,0,0.0,6401.0
0,0.14938018,54,1,0.428758481,8400.0,14,0,1,0,1.0,5007.0
0,0.9999999,51,1,35.0,2171.0,0,1,0,0,0.0,2171.0
0,0.034384238,84,0,51.0,4479.0,10,0,0,0,0.0,4479.0
0,0.012538557,63,0,0.38510101,2375.0,12,0,2,0,0.0,4300.0
1,0.232226657,59,6,6.094452774,2000.0,16,2,1,2,1.0,11786.0
0,0.101790219,63,0,0.042235495,2343.0,5,0,0,0,0.0,3960.0
0,0.002349883,66,0,0.39184953,5103.0,5,0,2,0,0.0,3580.0
0,0.251804415,66,0,0.611755298,2500.0,7,0,1,0,0.0,2500.0
0,0.002072256,58,0,0.210742857,8749.0,12,0,2,0,0.0,4300.0
0,0.220201834,34,0,0.462354974,4050.0,10,0,2,0,1.0,14170.0
0,0.012987013,22,0,0.0,0.0,2,0,0,0,0.0,3500.0
0,0.9999999,43,0,0.129623459,3000.0,1,0,0,0,0.0,3756.0
0,0.096113878,41,0,0.224395714,8025.0,10,0,0,0,4.0,4479.0
0,0.0,37,0,0.372395469,7150.0,3,0,2,0,2.0,7300.0
1,0.9999999,41,0,219.0,3756.0,1,2,0,1,0.0,3756.0
0,0.026147183,67,0,0.329780147,1500.0,7,0,1,0,0.0,2500.0
0,0.28927034,48,0,0.691654173,2000.0,7,0,1,0,2.0,2500.0
0,0.077246781,32,0,0.368421053,4084.0,7,0,1,0,0.0,2500.0
0,0.127493625,64,0,0.09438021,14875.0,6,0,2,0,1.0,8000.0
0,0.087910156,54,0,0.520623969,20000.0,8,0,3,0,2.0,31666.0
0,0.004104170999999999,55,1,1.0,0.0,5,0,0,1,0.0,3960.0
0,0.013713796,47,0,0.401267976,6466.0,6,0,2,0,0.0,8000.0
0,0.0199992,52,0,0.188452887,4000.0,6,0,1,0,1.0,8000.0
0,0.8017645440000001,35,1,0.430314406,2130.0,5,0,0,1,2.0,3960.0
0,0.001759965,46,0,0.214688239,5500.0,5,0,1,0,2.0,8300.0
0,0.007353556,80,0,0.29991431,3500.0,16,0,0,0,1.0,2623.0
0,0.9999999,38,1,17.0,3756.0,1,0,0,0,0.0,3756.0
0,0.601758577,36,0,2162.0,3622.0,10,0,1,0,2.0,3622.0
0,0.6840209509999999,50,0,0.894878706,11500.0,21,0,3,0,0.0,11700.0
1,0.81054584,57,2,1.141452126,3456.0,29,0,1,1,1.0,4006.0
0,0.226957563,80,0,0.4375,4079.0,11,0,1,0,1.0,13343.0
0,0.941447055,54,0,1.843949701,4850.0,15,0,4,0,1.0,50000.0
0,0.023237542000000003,58,0,0.812428571,6999.0,19,0,3,0,1.0,3300.0
0,0.506995336,29,0,0.5029988000000001,2500.0,6,0,1,1,0.0,8000.0
0,0.823059361,71,1,2061.0,4466.0,6,1,0,1,0.0,4466.0
0,0.4183978820000001,58,0,0.414148447,7180.0,14,0,2,0,0.0,8166.0
0,0.537344212,57,0,0.627822789,5800.0,19,0,1,0,0.0,4166.0
1,0.9999999,71,1,0.313816494,2800.0,2,0,1,1,0.0,3781.0
0,0.109278443,54,0,1370.0,8300.0,5,0,1,0,0.0,8300.0
0,0.012951764,68,0,1968.0,8300.0,5,0,1,0,0.0,8300.0
0,0.186223251,58,1,0.251769464,8900.0,11,0,1,0,3.0,13343.0
0,0.201132761,65,0,0.248417722,7583.0,9,0,2,0,0.0,4000.0
0,0.1031864,75,0,0.136302675,14166.0,5,0,2,0,0.0,3580.0
0,0.227820379,77,0,0.5549159220000001,6600.0,24,0,2,0,0.0,11367.0
0,0.05841615400000001,29,0,0.299711296,5541.0,10,0,0,0,0.0,4479.0
0,0.901408451,27,0,0.15104398,2250.0,5,0,0,0,0.0,3960.0
1,0.9999999,60,1,0.540617473,4566.0,2,0,1,1,0.0,3781.0
0,0.811623025,33,1,0.439755691,1800.0,8,0,0,0,4.0,3151.0
0,0.213456163,64,0,0.735554618,2370.0,9,0,2,0,0.0,4000.0
0,0.002012856,59,0,1164.0,3781.0,2,0,1,0,0.0,3781.0
0,0.696495633,46,0,0.276620563,6000.0,10,0,0,0,1.0,4479.0
0,0.58069462,39,1,0.785196922,4417.0,8,0,2,0,0.0,4000.0
0,0.120179936,52,1,0.427216786,9912.0,10,0,3,0,1.0,5500.0
0,0.082238982,30,0,2065.0,9507.0,7,0,2,0,0.0,9507.0
0,0.006145513000000001,74,0,3.0,3500.0,2,0,0,0,0.0,3500.0
0,0.030153714,58,0,0.003999,4000.0,6,0,0,0,0.0,4466.0
1,0.041191762,31,0,0.261369315,2000.0,3,0,0,0,0.0,970.0
0,0.021418674,57,0,0.281414439,4750.0,13,0,1,0,1.0,7700.0
0,0.924271715,45,4,0.441760601,3725.0,7,2,0,0,2.0,6000.0
0,0.845719252,50,0,0.32333833100000003,2000.0,6,0,0,0,1.0,4466.0
0,0.9999999,29,0,0.080187299,6833.0,3,0,0,0,0.0,970.0
1,0.965034965,35,0,0.062791628,7500.0,2,0,1,1,2.0,3781.0
0,0.9999999,82,0,278.0,2171.0,0,0,0,0,0.0,2171.0
0,0.760016551,48,2,0.917543584,6366.0,10,0,1,0,1.0,3622.0
0,0.239551535,51,0,0.357444651,5916.0,10,0,1,0,1.0,3622.0
1,0.9999999,30,0,0.015108425,5625.0,2,0,0,0,1.0,3500.0
0,0.06769731,75,0,0.082053743,2083.0,11,0,0,0,0.0,2582.0
0,0.007868766,63,0,1448.0,8000.0,6,0,1,0,0.0,8000.0
0,0.019477727,41,0,0.365306454,6150.0,12,0,2,0,0.0,4300.0
0,0.447465042,59,0,0.496729238,7031.0,10,0,2,0,2.0,14170.0
0,0.987501953,52,0,3844.0,4300.0,12,0,2,0,0.0,4300.0
1,0.972150876,59,0,1.4737979469999998,1850.0,12,0,2,0,0.0,4300.0
0,0.122020904,59,0,153.0,12500.0,9,0,0,0,0.0,12500.0
0,0.007161678,82,0,3.0,6000.0,7,0,0,0,0.0,6000.0
0,0.170685802,50,0,69.0,3960.0,5,0,0,0,3.0,3960.0
0,0.994133464,53,1,0.53749837,7666.0,10,0,1,0,0.0,3622.0
1,0.6170258270000001,26,0,0.160912815,3417.0,5,0,0,0,0.0,3960.0
1,0.409985282,69,1,0.279980823,14600.0,15,0,2,0,0.0,3624.0
0,0.002427884,77,0,0.238471257,3165.0,13,0,1,0,0.0,7700.0
0,0.17394893399999994,68,0,3015.0,9507.0,7,0,2,0,0.0,9507.0
0,0.202774562,59,0,6994.0,10500.0,23,0,3,0,2.0,10500.0
0,0.0,37,0,0.3725408120000001,7166.0,6,0,1,0,0.0,8000.0
0,0.0,65,0,7.0,3500.0,2,0,0,0,0.0,3500.0
0,0.200990693,33,0,0.7329482340000001,4500.0,7,0,1,0,0.0,2500.0
0,0.443944541,65,1,0.6625451920000001,13829.0,19,0,3,0,1.0,3300.0
0,0.113955442,33,0,0.282588669,8683.0,7,0,2,0,1.0,9507.0
